#Entries: Time dend[0] dend[1] dend[2] dend[3] dend[4] dend[5] dend[6] dend[7] dend[8] dend[9] dend[10] dend[11] dend[12] dend[13] dend[14] dend[15] dend[16] dend[17] dend[18] dend[19] dend[20] dend[21] dend[22] dend[23] dend[24] dend[25] dend[26] dend[27] dend[28] dend[29] dend[30] dend[31] dend[32] dend[33] dend[34] dend[35] dend[36] dend[37] dend[38] dend[39] dend[40] dend[41] dend[42] dend[43] dend[44] dend[45] dend[46] dend[47] dend[48] dend[49] dend[50] dend[51] dend[52] dend[53] dend[54] dend[55] dend[56] dend[57] dend[58] dend[59] dend[60] dend[61] dend[62] dend[63] dend[64] dend[65] dend[66] dend[67] dend[68] dend[69] dend[70] dend[71] dend[72] dend[73] dend[74] dend[75] dend[76] dend[77] dend[78] dend[79] dend[80] dend[81] dend[82] dend[83] dend[84] dend[85] dend[86] dend[87] dend[88] dend[89] dend[90] dend[91] dend[92] dend[93] dend[94] dend[95] dend[96] dend[97] dend[98] dend[99] dend[100] 
0 4.699741e-08 4.160751e-08 4.780971e-08 4.294447e-08 4.228271e-08 5.215523e-08 4.410050e-08 4.343752e-08 3.640516e-08 4.793124e-08 3.746096e-08 4.976306e-08 2.232230e-08 3.939615e-08 5.235890e-08 5.387210e-08 3.866795e-08 4.208385e-08 5.866992e-08 5.114690e-08 3.849507e-08 3.818160e-08 3.892942e-08 5.100757e-08 4.412371e-08 4.920679e-08 4.963753e-08 4.345780e-08 4.023066e-08 4.922701e-08 4.516706e-08 3.396916e-08 4.122045e-08 3.750994e-08 4.488781e-08 4.215888e-08 5.352015e-08 3.586322e-08 4.309421e-08 4.819436e-08 4.562335e-08 4.107922e-08 4.869583e-08 4.794002e-08 4.236760e-08 4.843579e-08 4.919535e-08 5.322276e-08 5.014975e-08 3.905747e-08 4.818805e-08 4.041779e-08 4.683730e-08 4.331487e-08 4.870206e-08 4.431595e-08 4.452507e-08 5.219187e-08 4.412919e-08 4.799583e-08 4.246055e-08 4.614058e-08 4.281305e-08 4.808925e-08 3.993432e-08 4.904415e-08 6.445840e-08 4.604633e-08 3.067550e-08 5.241920e-08 4.968540e-08 4.763316e-08 3.734994e-08 4.784302e-08 4.263053e-08 4.930743e-08 4.563627e-08 5.389769e-08 4.601955e-08 4.651857e-08 4.821194e-08 4.177032e-08 4.623958e-08 4.386577e-08 4.581413e-08 5.406963e-08 4.911451e-08 4.712790e-08 4.721140e-08 4.707311e-08 4.500788e-08 4.341320e-08 6.054051e-08 3.628116e-08 4.766048e-08 3.819055e-08 3.832106e-08 4.482765e-08 4.963379e-08 5.000699e-08 4.263711e-08 
2e-05 4.726234e-08 4.308376e-08 4.752847e-08 4.076520e-08 4.434528e-08 5.215523e-08 4.297612e-08 4.479798e-08 3.773457e-08 4.694410e-08 3.651258e-08 4.756359e-08 2.426337e-08 4.178380e-08 4.983123e-08 5.270940e-08 3.962271e-08 4.344139e-08 5.944189e-08 5.444671e-08 5.774261e-08 3.959574e-08 4.476883e-08 5.465097e-08 4.709834e-08 4.620180e-08 4.826957e-08 4.092628e-08 4.181454e-08 4.770941e-08 4.516706e-08 3.554389e-08 4.187474e-08 4.150036e-08 4.488781e-08 4.174078e-08 5.249878e-08 3.586322e-08 4.309421e-08 4.965139e-08 4.413057e-08 4.307335e-08 4.898597e-08 4.765802e-08 4.448977e-08 4.923971e-08 4.586276e-08 5.010945e-08 4.968540e-08 3.856485e-08 4.955925e-08 4.100355e-08 4.478103e-08 4.293223e-08 4.665384e-08 4.520776e-08 4.478469e-08 5.264571e-08 4.440426e-08 4.729414e-08 4.391911e-08 4.584594e-08 4.140934e-08 4.778680e-08 4.326218e-08 4.934320e-08 5.893339e-08 4.724234e-08 3.625286e-08 5.143015e-08 4.728514e-08 4.641180e-08 3.686904e-08 4.512285e-08 4.640792e-08 4.989326e-08 4.608223e-08 5.252383e-08 4.635223e-08 4.522639e-08 4.716638e-08 4.185065e-08 4.594877e-08 4.462488e-08 4.522676e-08 5.238653e-08 4.719264e-08 4.730778e-08 4.794273e-08 4.745478e-08 4.554157e-08 4.256612e-08 5.726805e-08 3.988674e-08 5.120548e-08 3.900312e-08 4.180479e-08 4.795516e-08 4.916664e-08 4.539096e-08 4.224950e-08 
4e-05 4.787696e-08 4.458272e-08 4.792220e-08 4.345724e-08 4.022014e-08 4.898131e-08 4.310105e-08 4.431210e-08 4.090468e-08 4.661505e-08 4.409961e-08 4.646385e-08 3.008658e-08 4.536527e-08 5.344218e-08 4.650829e-08 3.866795e-08 4.310200e-08 4.786230e-08 6.104631e-08 5.774261e-08 3.959574e-08 4.671530e-08 5.829437e-08 4.214062e-08 4.507492e-08 4.866041e-08 4.008243e-08 4.173535e-08 4.789911e-08 4.693565e-08 3.554389e-08 4.187474e-08 3.750994e-08 5.023160e-08 4.341320e-08 5.260091e-08 3.851084e-08 4.205995e-08 4.965139e-08 4.478366e-08 4.333924e-08 4.579439e-08 4.822202e-08 4.395922e-08 4.642601e-08 4.713232e-08 4.788566e-08 5.038192e-08 3.891672e-08 4.995102e-08 4.188220e-08 4.500950e-08 4.362098e-08 4.745037e-08 4.585946e-08 4.603953e-08 5.275917e-08 4.420778e-08 4.883787e-08 4.510758e-08 4.531559e-08 4.281305e-08 4.445987e-08 4.284619e-08 5.128702e-08 4.604171e-08 4.903636e-08 4.368935e-08 5.340824e-08 4.704512e-08 4.722604e-08 3.622784e-08 4.512285e-08 4.802680e-08 4.920979e-08 4.400110e-08 5.114997e-08 4.513243e-08 4.440409e-08 4.821194e-08 4.225228e-08 4.527020e-08 4.489600e-08 4.346468e-08 5.133459e-08 4.655201e-08 4.748766e-08 4.891784e-08 4.707311e-08 4.732054e-08 4.447206e-08 5.563182e-08 4.259093e-08 5.120548e-08 4.035739e-08 3.832106e-08 4.795516e-08 4.747326e-08 4.231361e-08 4.341233e-08 
6e-05 4.713517e-08 4.494611e-08 4.735973e-08 4.397001e-08 3.815757e-08 5.001069e-08 4.559966e-08 4.470080e-08 4.274539e-08 4.716346e-08 4.409961e-08 4.426438e-08 3.493925e-08 5.073747e-08 5.199780e-08 4.534558e-08 4.487391e-08 4.445955e-08 5.249414e-08 5.939641e-08 5.293072e-08 4.100987e-08 4.282236e-08 4.736418e-08 4.362794e-08 4.582617e-08 4.709703e-08 3.628515e-08 4.110180e-08 4.609697e-08 4.822808e-08 3.891831e-08 3.860328e-08 3.830803e-08 5.664415e-08 4.271636e-08 5.106885e-08 4.019569e-08 3.688864e-08 4.998763e-08 4.459706e-08 4.347218e-08 4.502067e-08 4.850402e-08 4.373185e-08 4.682797e-08 4.776710e-08 4.758915e-08 5.003366e-08 4.004270e-08 4.740450e-08 4.315136e-08 4.478103e-08 4.262612e-08 4.904343e-08 4.695707e-08 4.664531e-08 5.071688e-08 4.456144e-08 4.883787e-08 4.543170e-08 4.572809e-08 4.341463e-08 4.113294e-08 4.617405e-08 4.889462e-08 4.604171e-08 4.903636e-08 4.275979e-08 4.945207e-08 4.644505e-08 4.539399e-08 3.606754e-08 4.704297e-08 5.018531e-08 4.989326e-08 4.370379e-08 5.305224e-08 4.502154e-08 4.181973e-08 4.763107e-08 4.482276e-08 4.623958e-08 4.435377e-08 4.248575e-08 4.965149e-08 4.676555e-08 4.640839e-08 4.883658e-08 4.732756e-08 4.678685e-08 4.256612e-08 5.048938e-08 4.236558e-08 5.435658e-08 4.360765e-08 4.412728e-08 4.899766e-08 4.747326e-08 4.539096e-08 4.108667e-08 
8e-05 4.748487e-08 4.521865e-08 4.775346e-08 4.358543e-08 4.022014e-08 5.069694e-08 4.609939e-08 4.411775e-08 4.397253e-08 4.650537e-08 4.220286e-08 4.673879e-08 3.590979e-08 5.073747e-08 4.838684e-08 4.767100e-08 4.535129e-08 4.344139e-08 4.863428e-08 5.939641e-08 6.736638e-08 3.676747e-08 4.671530e-08 4.736418e-08 4.808989e-08 4.432367e-08 5.002838e-08 3.712899e-08 4.094341e-08 4.467422e-08 4.693565e-08 3.936823e-08 3.664040e-08 4.628887e-08 5.450663e-08 4.417972e-08 4.769830e-08 4.139916e-08 4.033618e-08 4.841852e-08 4.319757e-08 4.719457e-08 4.521410e-08 4.596602e-08 4.236760e-08 4.823482e-08 4.998882e-08 4.521711e-08 4.968540e-08 4.046494e-08 4.720862e-08 4.461577e-08 4.660883e-08 4.400362e-08 5.029512e-08 4.654547e-08 4.681839e-08 4.833421e-08 4.424708e-08 4.546974e-08 4.602594e-08 4.672986e-08 4.381569e-08 3.962070e-08 4.284619e-08 5.083845e-08 4.420005e-08 4.873735e-08 4.740759e-08 4.945207e-08 4.488488e-08 4.620824e-08 3.751024e-08 4.848306e-08 4.694755e-08 4.833104e-08 4.459571e-08 5.210110e-08 4.357996e-08 4.193720e-08 4.786342e-08 4.482276e-08 4.788754e-08 4.381155e-08 4.473730e-08 4.838916e-08 4.612493e-08 4.586876e-08 4.891784e-08 4.567364e-08 4.571947e-08 4.171903e-08 4.791816e-08 4.281628e-08 5.159937e-08 4.333680e-08 4.528853e-08 4.899766e-08 4.577987e-08 4.385228e-08 4.031145e-08 
0.0001 4.777099e-08 4.546847e-08 4.662853e-08 4.345724e-08 4.022014e-08 4.966756e-08 4.759855e-08 4.324317e-08 4.335896e-08 4.749251e-08 4.315123e-08 4.838839e-08 3.882139e-08 4.834982e-08 5.091451e-08 4.767100e-08 4.678344e-08 4.615648e-08 5.095020e-08 5.609661e-08 6.255449e-08 3.535334e-08 4.087589e-08 4.007738e-08 4.561102e-08 4.657742e-08 4.924668e-08 4.050435e-08 4.149777e-08 4.419997e-08 4.686762e-08 3.824342e-08 3.991186e-08 4.628887e-08 5.343787e-08 4.250730e-08 4.606410e-08 4.188054e-08 3.964667e-08 4.774604e-08 4.534346e-08 4.746045e-08 4.545589e-08 4.709402e-08 4.107914e-08 4.562210e-08 5.173447e-08 4.536536e-08 4.643495e-08 4.194279e-08 4.622918e-08 4.578730e-08 4.638035e-08 4.545765e-08 4.983996e-08 4.705997e-08 4.686166e-08 4.674576e-08 4.412919e-08 4.645211e-08 4.602594e-08 4.708343e-08 4.521940e-08 3.871336e-08 4.575807e-08 5.293180e-08 4.604171e-08 4.813935e-08 5.019627e-08 5.340824e-08 4.656506e-08 4.661536e-08 3.702934e-08 4.816304e-08 5.072493e-08 4.872160e-08 4.400110e-08 5.178406e-08 4.335818e-08 4.287697e-08 4.832811e-08 4.530473e-08 4.691815e-08 4.413688e-08 4.395415e-08 4.923071e-08 4.334889e-08 4.568888e-08 4.818651e-08 4.351082e-08 4.821002e-08 4.235435e-08 4.464570e-08 4.416837e-08 5.356881e-08 4.442022e-08 4.180479e-08 5.004016e-08 4.683094e-08 4.231361e-08 4.263711e-08 
0.00012 4.728353e-08 4.605897e-08 4.679727e-08 4.332904e-08 4.743914e-08 4.863818e-08 4.659911e-08 4.372905e-08 4.315443e-08 4.617632e-08 4.172867e-08 4.838839e-08 3.979193e-08 4.954364e-08 5.308109e-08 4.612072e-08 4.773820e-08 4.853218e-08 4.863428e-08 5.114690e-08 6.736638e-08 3.393920e-08 4.087589e-08 4.007738e-08 4.660257e-08 4.545055e-08 5.061465e-08 4.303588e-08 4.173535e-08 4.344117e-08 4.673158e-08 3.936823e-08 4.056616e-08 4.628887e-08 4.916284e-08 4.466751e-08 4.422562e-08 3.923292e-08 3.826766e-08 4.785812e-08 4.403727e-08 4.453572e-08 4.444038e-08 4.624802e-08 4.274656e-08 4.602405e-08 4.951274e-08 4.640313e-08 4.446147e-08 4.278728e-08 4.799216e-08 4.559205e-08 4.843662e-08 4.691168e-08 4.892964e-08 4.928949e-08 4.699147e-08 4.674576e-08 4.408989e-08 4.631177e-08 4.656615e-08 4.549237e-08 4.682364e-08 3.720112e-08 4.326218e-08 5.248322e-08 4.604171e-08 4.664434e-08 4.833715e-08 5.439728e-08 4.656506e-08 4.620824e-08 3.574694e-08 4.672295e-08 4.964568e-08 4.784285e-08 4.519032e-08 5.062156e-08 4.102948e-08 4.358179e-08 4.751490e-08 4.618833e-08 4.623958e-08 4.332355e-08 4.444362e-08 4.523334e-08 4.484368e-08 4.676815e-08 4.623629e-08 4.223857e-08 4.696474e-08 4.383675e-08 4.394446e-08 4.552046e-08 5.238714e-08 4.739962e-08 4.412728e-08 4.795516e-08 4.572148e-08 4.308295e-08 4.535038e-08 
0.00014 4.792994e-08 4.635422e-08 4.775346e-08 4.127797e-08 4.847042e-08 4.932444e-08 4.772348e-08 4.402057e-08 4.366574e-08 4.672473e-08 4.409961e-08 4.591398e-08 4.367407e-08 4.834982e-08 5.669205e-08 5.077155e-08 4.582868e-08 4.819279e-08 4.863428e-08 4.949700e-08 6.255449e-08 3.393920e-08 4.087589e-08 4.007738e-08 4.858566e-08 4.545055e-08 5.022380e-08 4.219204e-08 4.110180e-08 4.514847e-08 4.530310e-08 4.026808e-08 4.122045e-08 4.868312e-08 5.343787e-08 4.362225e-08 4.208073e-08 3.706669e-08 3.895716e-08 4.673732e-08 4.394397e-08 4.573220e-08 4.376338e-08 4.258202e-08 4.274656e-08 4.803384e-08 5.078230e-08 4.640313e-08 4.515799e-08 4.377251e-08 4.975514e-08 4.432289e-08 5.049289e-08 4.783002e-08 4.870206e-08 4.949529e-08 4.590971e-08 4.629192e-08 4.373623e-08 4.771516e-08 4.597191e-08 4.625844e-08 4.612178e-08 3.841091e-08 4.367816e-08 5.188512e-08 4.051671e-08 4.485032e-08 4.461891e-08 5.340824e-08 4.860528e-08 4.600468e-08 3.606754e-08 4.640293e-08 4.640792e-08 4.735466e-08 4.459571e-08 5.083292e-08 4.213839e-08 4.405168e-08 4.867663e-08 4.578669e-08 4.701509e-08 4.332355e-08 4.512887e-08 4.565412e-08 4.441660e-08 4.568888e-08 4.615503e-08 4.363804e-08 4.714264e-08 4.447206e-08 4.277573e-08 4.461907e-08 5.120548e-08 4.550364e-08 4.877226e-08 4.065763e-08 4.653897e-08 4.385228e-08 4.535038e-08 
0.00016 4.807830e-08 4.714913e-08 4.837217e-08 4.332904e-08 4.743914e-08 5.138320e-08 4.647418e-08 4.538103e-08 4.550645e-08 4.606664e-08 4.647056e-08 4.343958e-08 4.270353e-08 4.834982e-08 5.741424e-08 5.270940e-08 4.439653e-08 4.649586e-08 4.863428e-08 4.784710e-08 5.774261e-08 3.676747e-08 3.892942e-08 4.007738e-08 4.908143e-08 4.394805e-08 4.690160e-08 4.303588e-08 4.292326e-08 4.448452e-08 4.591531e-08 4.364250e-08 4.318333e-08 4.788504e-08 5.023160e-08 4.438877e-08 4.381707e-08 3.899223e-08 4.205995e-08 4.740980e-08 4.282438e-08 4.533337e-08 4.347324e-08 4.145402e-08 4.130651e-08 4.642601e-08 5.078230e-08 4.595837e-08 4.736365e-08 4.433550e-08 4.681684e-08 4.451814e-08 4.957900e-08 4.706474e-08 4.767795e-08 4.959819e-08 4.552028e-08 4.640538e-08 4.385412e-08 4.715380e-08 4.618800e-08 4.649415e-08 4.632231e-08 4.173784e-08 4.326218e-08 5.203465e-08 4.235838e-08 4.574733e-08 4.368935e-08 5.538632e-08 4.992543e-08 4.722604e-08 3.638814e-08 4.576289e-08 4.532867e-08 4.471842e-08 4.340649e-08 4.998747e-08 4.202750e-08 4.651857e-08 4.646934e-08 4.450145e-08 4.788754e-08 4.375733e-08 4.483519e-08 4.523334e-08 4.463014e-08 4.604864e-08 4.745518e-08 4.605531e-08 4.589736e-08 4.362498e-08 4.230823e-08 4.439372e-08 4.923604e-08 4.387851e-08 4.877226e-08 4.274264e-08 4.723969e-08 4.692964e-08 4.186189e-08 
0.00018 4.780278e-08 4.714913e-08 4.848467e-08 4.371362e-08 4.640785e-08 5.164054e-08 4.697390e-08 4.576973e-08 4.632455e-08 4.573759e-08 4.789313e-08 4.206491e-08 3.493925e-08 4.954364e-08 5.777533e-08 5.232183e-08 4.487391e-08 4.988972e-08 4.709033e-08 4.124750e-08 7.217826e-08 3.959574e-08 3.698294e-08 4.372078e-08 5.503069e-08 4.432367e-08 4.611991e-08 4.598932e-08 4.173535e-08 4.476907e-08 4.401067e-08 4.611707e-08 4.056616e-08 4.788504e-08 5.450663e-08 4.606119e-08 4.473631e-08 3.899223e-08 4.102569e-08 4.684940e-08 4.254448e-08 4.480160e-08 4.381174e-08 3.948002e-08 4.160968e-08 4.743090e-08 5.014752e-08 4.714440e-08 4.678322e-08 4.405401e-08 4.642507e-08 4.568967e-08 5.072137e-08 4.668210e-08 4.710900e-08 4.970109e-08 4.603953e-08 4.617846e-08 4.424708e-08 4.687312e-08 4.683625e-08 4.684772e-08 4.642258e-08 4.415742e-08 4.243021e-08 5.412799e-08 3.315003e-08 4.365432e-08 4.833715e-08 5.637536e-08 4.920535e-08 4.681892e-08 3.718964e-08 4.608291e-08 4.263053e-08 4.501134e-08 4.206862e-08 4.903633e-08 4.280373e-08 4.604869e-08 4.670168e-08 4.626866e-08 4.614265e-08 4.429955e-08 4.630359e-08 4.397102e-08 4.505722e-08 4.730778e-08 4.769895e-08 4.503751e-08 4.500788e-08 4.214257e-08 4.113950e-08 4.191488e-08 4.726659e-08 4.252423e-08 4.877226e-08 3.857263e-08 4.688933e-08 4.616030e-08 4.069906e-08 
